ID,Feature,Category,swap_proportion,Acc,Acc_after,Distortion_hellinger,Distortion_wasserstein,cramers_v_distortion,Distortion_kl,Distortion_js,hellinger_div,wasserstein_div,cramers_v_div,KL_div,JS_Div,Casuality,Importance,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_1,sex,1.0,0.6,20.0,20.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.42813077382317843,0.3999999999999998,0.408248290463863,0.0,0.0,40.0,80.0,0.8,0.4,0.75,0.25,1.0,1.0
F_2,cp,1.0-3.0,0.6,100.0,50.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,50.0,1.0,0.5,1.0,0.5,0,0
F_2,cp,4.0,0.6,33.333,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.314353677239468,0.33333333333333337,0.5,0.0,0.0,33.333,100.0,0.667,0.333,0.5,0.0,1.0,1.0
F_3,trestbps,132.0-200.0,0.6,66.667,33.333,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5000000000000002,nan,inf,0.5494357900700094,33.333,66.667,1.0,0.667,1.0,0.5,1.0,1.0
F_3,trestbps,94.0-130.0,0.6,50.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,100.0,0.5,0.0,0.5,0.0,0,0
F_4,chol,126.0-243.0,0.6,60.0,20.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.42813077382317843,0.3999999999999998,0.408248290463863,0.0,0.0,40.0,80.0,0.8,0.4,0.75,0.25,1.0,1.0
F_4,chol,244.0-564.0,0.6,nan,nan,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_5,fbs,0.0,0.6,20.0,20.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.42813077382317843,0.3999999999999998,0.408248290463863,0.0,0.0,40.0,80.0,0.8,0.4,0.75,0.25,1.0,1.0
F_5,fbs,1.0,0.6,nan,nan,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.6,25.0,25.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,75.0,1.0,0.5,1.0,0.333,1.0,1.0
F_6,restecg,1.0,0.6,nan,nan,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.6,0.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_7,thalach,71.0-153.0,0.6,0.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_7,thalach,154.0-202.0,0.6,75.0,25.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,75.0,1.0,0.5,1.0,0.333,1.0,1.0
F_8,exang,0.0,0.6,0.0,33.333,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5000000000000002,nan,inf,0.5494357900700094,33.333,66.667,1.0,0.667,1.0,0.5,1.0,1.0
F_8,exang,1.0,0.6,50.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,100.0,0.5,0.0,0.5,0.0,0,0
F_9,oldpeak,0.9-6.2,0.6,100.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,100.0,100.0,1.0,0.0,1.0,0.0,0,0
F_9,oldpeak,0.0-0.8,0.6,50.0,25.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.32988524492859284,0.25,0.5773502691896257,0.0,0.0,25.0,75.0,0.75,0.5,0.667,0.333,1.0,1.0
F_10,ca,0.0-1.0,0.6,60.0,20.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.42813077382317843,0.3999999999999998,0.408248290463863,0.0,0.0,40.0,80.0,0.8,0.4,0.75,0.25,1.0,1.0
F_10,ca,2.0-3.0,0.6,nan,nan,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,3.0,0.6,0.0,0.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_11,thal,6.0,0.6,nan,nan,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.6,25.0,25.0,nan,0.0002251609668380396,1.0000000000000002,0.0,0.0,nan,0.5,nan,inf,0.5208076662072949,50.0,75.0,1.0,0.5,1.0,0.333,1.0,1.0
F_0,age,0.0,0.6,75.0,75.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.5,0.5,0.667,0.667,0.0,0.0
F_0,age,1.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1.0,1.0
F_1,sex,0.0,0.6,75.0,75.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.5,0.5,0.5,0.5,0.5,0.5
F_1,sex,1.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_2,cp,1.0-3.0,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_2,cp,4.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,0.667,0.667,0,0
F_3,trestbps,132.0-200.0,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_3,trestbps,94.0-130.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,1.0,1.0,0.5,0.5
F_4,chol,126.0-243.0,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0
F_4,chol,244.0-564.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.5,0.5,0.0,0.0
F_5,fbs,0.0,0.6,80.0,80.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.6,0.6,0.667,0.667,0.5,0.5
F_5,fbs,1.0,0.6,nan,nan,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0.5,0.5
F_6,restecg,1.0,0.6,nan,nan,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,0.667,0.667,0,0
F_7,thalach,71.0-153.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,0.667,0.667,0,0
F_7,thalach,154.0-202.0,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,0.0,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,1.0,1.0,0.5,0.5
F_8,exang,1.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
F_9,oldpeak,0.9-6.2,0.6,66.667,66.667,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,0.667,0.667,0,0
F_9,oldpeak,0.0-0.8,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_10,ca,0.0-1.0,0.6,33.333,33.333,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.333,0.333,0.0,0.0,0.5,0.5
F_10,ca,2.0-3.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_11,thal,3.0,0.6,100.0,100.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,0.667,1.0,1.0,0.5,0.5
F_11,thal,6.0,0.6,nan,nan,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.6,50.0,50.0,nan,0.00018779982056744567,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_0,age,0.0,0.6,66.667,66.667,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.333,0.333,0,0
F_0,age,1.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,0.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,1.0,0.6,75.0,75.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.25,0.333,0.333,0.0,0.0
F_2,cp,1.0-3.0,0.6,75.0,75.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.25,0.5,0.5,0.0,0.0
F_2,cp,4.0,0.6,0.0,0.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_3,trestbps,132.0-200.0,0.6,50.0,50.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
F_3,trestbps,94.0-130.0,0.6,66.667,66.667,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.5,0.5,0.0,0.0
F_4,chol,126.0-243.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_4,chol,244.0-564.0,0.6,33.333,33.333,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.333,0.333,0.333,0.333,0,0
F_5,fbs,0.0,0.6,80.0,80.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.2,0.2,0.333,0.333,0.0,0.0
F_5,fbs,1.0,0.6,nan,nan,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.6,66.667,66.667,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0
F_6,restecg,1.0,0.6,nan,nan,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
F_7,thalach,71.0-153.0,0.6,50.0,50.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
F_7,thalach,154.0-202.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_8,exang,0.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,1.0,1.0,0.0,0.0
F_8,exang,1.0,0.6,50.0,50.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0
F_9,oldpeak,0.9-6.2,0.6,50.0,50.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_9,oldpeak,0.0-0.8,0.6,66.667,66.667,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0
F_10,ca,0.0-1.0,0.6,75.0,75.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.25,0.5,0.5,0.0,0.0
F_10,ca,2.0-3.0,0.6,0.0,0.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_11,thal,3.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,1.0,1.0,0.0,0.0
F_11,thal,6.0,0.6,0.0,0.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0
F_11,thal,7.0,0.6,100.0,100.0,nan,0.0003481715856597027,1.0000000000000002,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
F_0,age,0.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
F_0,age,1.0,0.6,0.0,0.0,nan,5.501519395967893e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_1,sex,0.0,0.6,66.667,66.667,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,1.0,1.0,0.5,0.5
F_1,sex,1.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0
F_2,cp,1.0-3.0,0.6,0.0,0.0,nan,5.501519395967893e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,0,0,1.0,1.0
F_2,cp,4.0,0.6,66.667,66.667,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.5,0.5,0.0,0.0
F_3,trestbps,132.0-200.0,0.6,33.333,33.333,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,0.5,0.5,1.0,1.0
F_3,trestbps,94.0-130.0,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_4,chol,126.0-243.0,0.6,25.0,25.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.75,0.75,0.5,0.5,1.0,1.0
F_4,chol,244.0-564.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F_5,fbs,0.0,0.6,75.0,75.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.75,0.75,1.0,1.0,0.667,0.667
F_5,fbs,1.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
F_6,restecg,0.0,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.0,0.0,1.0,1.0
F_6,restecg,1.0,0.6,nan,nan,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,0.667,1.0,1.0,0.5,0.5
F_7,thalach,71.0-153.0,0.6,33.333,33.333,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,0.5,0.5,1.0,1.0
F_7,thalach,154.0-202.0,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,0.0,0.6,80.0,80.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.6,0.6,0.5,0.5,0.667,0.667
F_8,exang,1.0,0.6,nan,nan,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_9,oldpeak,0.9-6.2,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_9,oldpeak,0.0-0.8,0.6,33.333,33.333,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,0,0,0.667,0.667
F_10,ca,0.0-1.0,0.6,33.333,33.333,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,0,0,0.667,0.667
F_10,ca,2.0-3.0,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_11,thal,3.0,0.6,50.0,50.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_11,thal,6.0,0.6,nan,nan,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_11,thal,7.0,0.6,100.0,100.0,nan,5.501519395967893e-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,0.667,0.5,0.5,1.0,1.0
F_0,age,0.0,0.8,40.0,40.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.8,0.8,0.8,0.8,0,0
F_0,age,1.0,0.8,0.0,0.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_1,sex,0.0,0.8,0.0,0.0,nan,0.00036023601880636526,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0
F_1,sex,1.0,0.8,33.333,33.333,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.833,0.833,0.8,0.8,1.0,1.0
F_2,cp,1.0-3.0,0.8,66.667,66.667,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,1.0,1.0,0.5,0.5
F_2,cp,4.0,0.8,75.0,75.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.75,0.75,0.75,0.75,0,0
F_3,trestbps,132.0-200.0,0.8,100.0,100.0,nan,0.00036023601880636526,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_3,trestbps,94.0-130.0,0.8,60.0,60.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.6,0.6,0.667,0.667,0.5,0.5
F_4,chol,126.0-243.0,0.8,80.0,80.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.8,0.8,1.0,1.0,0.5,0.5
F_4,chol,244.0-564.0,0.8,50.0,50.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0,0
F_5,fbs,0.0,0.8,28.571,28.571,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.429,0.714,0.714,0.8,0.8,0.5,0.5
F_5,fbs,1.0,0.8,nan,nan,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,0.0,0.8,0.0,0.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_6,restecg,1.0,0.8,nan,nan,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,nan,nan,0,0,0,0,0,0
F_6,restecg,2.0,0.8,40.0,40.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.8,0.8,0.8,0.8,0,0
F_7,thalach,71.0-153.0,0.8,80.0,80.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.8,0.8,0.8,0.8,0,0
F_7,thalach,154.0-202.0,0.8,50.0,50.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0,0,0.5,0.5
F_8,exang,0.0,0.8,33.333,33.333,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,1.0,1.0,0.5,0.5
F_8,exang,1.0,0.8,25.0,25.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.75,0.75,0.75,0.75,0,0
F_9,oldpeak,0.9-6.2,0.8,75.0,75.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.75,0.75,0.75,0.75,0,0
F_9,oldpeak,0.0-0.8,0.8,66.667,66.667,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,1.0,1.0,0.5,0.5
F_10,ca,0.0-1.0,0.8,66.667,66.667,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.667,0.667,0.75,0.75,0.5,0.5
F_10,ca,2.0-3.0,0.8,100.0,100.0,nan,0.00036023601880636526,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0
F_11,thal,3.0,0.8,0.0,0.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.5,0.5,0,0,0.5,0.5
F_11,thal,6.0,0.8,0.0,0.0,nan,0.00036023601880636526,1.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0,0
F_11,thal,7.0,0.8,50.0,50.0,nan,0.00036023601880636526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.75,0.75,0.75,0.75,0,0
F_0,age,0.0,0.8,50.0,50.0,nan,0.00012528708681051878,0.9980400592660346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.5,0.5,0.5,0.5,0.5,0.5
F_0,age,1.0,0.8,66.667,66.667,nan,0.00012528708681051878,0.9980400592660346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.0,0.0,0.5,0.5
F_1,sex,0.0,0.8,40.0,40.0,nan,0.00012528708681051878,0.9980400592660346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.4,0.4,0.333,0.333,0.5,0.5
F_1,sex,1.0,0.8,100.0,100.0,nan,0.00012528708681051878,0.9980400592660346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0.5,0.5
F_2,cp,1.0-3.0,0.8,33.333,33.333,nan,0.00019572129668049941,0.9937902432702023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.667,0.667,0.667,0,0,0.667,0.667
F_2,cp,4.0,0.8,50.0,50.0,nan,0.00019572129668049941,0.9937902432702023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.25,0.25,0.333,0.333,0.0,0.0
F_3,trestbps,132.0-200.0,0.8,25.0,25.0,nan,0.0013902969736359389,0.9850066473065526,0.0021846365322947857,0.023190486240301886,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.5,0.5,0.0,0.0,0.667,0.667
F_3,trestbps,94.0-130.0,0.8,66.667,66.667,nan,0.0013902969736359389,0.9850066473065526,0.0021846365322947857,0.023190486240301886,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.5,0.5,0.0,0.0
F_4,chol,126.0-243.0,0.8,66.667,66.667,nan,0.001876441851478144,1.0,0.003581655238346579,0.030149334548704016,0.0,0.0,1.0,0.0,0.0,0.0,33.333,0.333,0.333,0.5,0.5,0.0,0.0
